389,n,y,y,y,y,y,n,n,n,n,n,y,y,y,n,?,0
390,y,n,y,n,n,n,y,y,y,?,y,n,n,n,y,?,0
391,?,?,n,n,?,y,?,n,n,n,y,y,n,y,n,?,0
392,y,y,n,n,n,n,n,y,y,n,y,n,n,n,y,n,0
393,y,y,n,y,y,y,n,n,n,n,y,y,y,y,n,y,1
394,?,?,?,?,n,y,n,y,y,n,n,y,y,n,n,?,1
395,y,y,?,?,?,y,n,n,n,n,y,n,y,n,n,y,0
396,y,y,y,?,n,n,n,y,n,n,y,?,n,n,y,y,0
397,y,y,y,n,y,y,n,y,n,n,y,n,y,n,y,y,0
398,y,y,n,n,y,?,n,n,n,n,y,n,y,y,n,y,0
399,n,y,y,n,y,y,n,y,n,n,n,n,n,n,n,y,0
400,n,y,n,y,?,y,n,n,n,y,n,y,y,y,n,n,1
401,n,y,n,y,y,y,n,?,n,n,?,?,?,y,n,?,1
402,n,y,n,y,y,y,n,n,n,y,y,y,y,y,n,n,1
403,?,n,y,y,n,y,y,y,y,y,n,y,n,y,n,y,1
404,n,y,n,y,y,y,n,n,n,y,n,y,?,y,n,n,1
405,y,y,n,y,y,y,n,n,n,y,n,y,y,y,n,y,1
406,n,n,n,y,y,y,n,n,n,n,n,y,y,y,n,y,1
407,y,n,y,n,y,y,n,n,y,y,n,n,y,y,n,y,0
408,n,n,n,y,y,y,n,n,n,n,y,y,y,y,n,n,0
409,y,n,y,n,n,y,y,y,y,n,n,y,?,y,y,y,0
410,n,n,n,y,y,y,n,n,n,n,n,y,y,y,n,n,1
411,n,n,n,y,y,y,n,n,n,n,y,y,y,y,n,y,1
412,y,n,y,n,n,y,y,y,y,y,y,n,n,n,n,y,0
413,n,n,n,y,y,y,n,n,n,y,n,y,y,y,n,y,1
414,y,y,y,y,y,y,y,y,n,y,?,?,?,y,n,y,1
415,y,y,y,n,n,n,y,y,y,n,n,n,n,n,n,y,0
416,n,y,y,n,n,y,y,y,?,y,n,n,n,n,n,y,0
417,y,y,n,y,y,y,n,n,n,y,n,n,y,y,n,y,1
418,y,y,y,n,n,n,y,y,y,y,y,n,y,n,n,y,0
419,y,y,y,n,n,n,y,y,n,y,n,n,n,n,n,y,0
420,y,y,y,n,n,n,y,y,y,n,n,n,n,n,n,y,0
421,y,y,y,y,y,y,y,y,n,y,n,n,y,y,n,y,1
422,n,y,y,n,y,y,y,y,n,n,y,n,y,n,y,y,0
423,n,n,y,n,n,y,y,y,y,n,y,n,n,n,y,y,0
424,n,y,y,n,n,y,y,y,y,n,y,n,n,y,y,y,0
425,n,y,y,n,n,?,y,y,y,y,y,n,?,y,y,y,0
426,n,n,y,n,n,n,y,y,n,y,y,n,n,n,y,?,0
427,y,n,y,n,n,n,y,y,y,y,n,n,n,n,y,y,0
428,n,n,n,y,y,y,y,y,n,y,n,y,y,y,n,y,1
429,?,?,?,n,n,n,y,y,y,y,n,n,y,n,y,y,0
430,y,n,y,n,?,n,y,y,y,y,n,y,n,?,y,y,0
431,n,n,y,y,y,y,n,n,y,y,n,y,y,y,n,y,1
432,n,n,y,n,n,n,y,y,y,y,n,n,n,n,n,y,0
433,n,?,n,y,y,y,n,n,n,n,y,y,y,y,n,y,1
434,n,n,n,y,y,y,?,?,?,?,n,y,y,y,n,y,1
435,n,y,n,y,y,y,n,n,n,y,n,y,y,y,?,n,1
