962,F,0.505,0.39,0.13,0.674,0.3165,0.141,0.1785,0
963,I,0.505,0.39,0.15,0.685,0.362,0.131,0.156,0
964,M,0.505,0.41,0.125,0.642,0.289,0.133,0.155,0
965,I,0.505,0.355,0.125,0.601,0.25,0.1205,0.185,0
966,M,0.51,0.39,0.135,0.769,0.3935,0.1455,0.19,0
967,I,0.51,0.375,0.1,0.5785,0.238,0.1225,0.175,0
968,I,0.51,0.405,0.135,0.769,0.3655,0.1585,0.18,0
969,M,0.51,0.405,0.15,0.7035,0.347,0.134,0.1885,0
970,M,0.51,0.41,0.145,0.796,0.3865,0.1815,0.1955,0
971,F,0.515,0.43,0.14,0.834,0.367,0.2,0.23,0
972,M,0.515,0.39,0.155,0.7125,0.3695,0.137,0.155,0
973,F,0.525,0.415,0.14,0.724,0.3475,0.173,0.175,0
974,M,0.525,0.4,0.14,0.7325,0.334,0.1575,0.17,1
975,F,0.53,0.425,0.13,0.7585,0.325,0.197,0.205,0
976,F,0.53,0.425,0.15,0.8495,0.328,0.232,0.202,0
977,M,0.53,0.405,0.125,0.6515,0.2715,0.1605,0.186,0
978,F,0.535,0.4,0.135,0.8215,0.3935,0.196,0.205,0
979,M,0.535,0.43,0.14,0.7165,0.2855,0.1595,0.2155,0
980,M,0.535,0.435,0.14,0.874,0.3735,0.229,0.2195,0
981,F,0.55,0.445,0.155,0.9905,0.544,0.178,0.218,0
982,F,0.55,0.43,0.14,0.8105,0.368,0.161,0.275,0
983,F,0.56,0.455,0.16,0.967,0.4525,0.207,0.274,0
984,F,0.565,0.4,0.13,0.6975,0.3075,0.1665,0.18,0
985,M,0.57,0.45,0.155,1.195,0.5625,0.2565,0.295,1
986,M,0.57,0.45,0.155,1.1935,0.513,0.21,0.343,1
987,F,0.57,0.455,0.15,1.107,0.54,0.255,0.27,0
988,M,0.57,0.445,0.14,1.0635,0.5265,0.2195,0.24,0
989,M,0.57,0.46,0.17,0.9035,0.4075,0.1935,0.214,0
990,M,0.575,0.475,0.16,1.114,0.4955,0.2745,0.29,0
991,F,0.575,0.46,0.16,1.103,0.538,0.221,0.249,0
992,F,0.58,0.46,0.15,1.1155,0.5575,0.2255,0.29,0
993,F,0.58,0.46,0.18,1.0515,0.4095,0.2595,0.276,0
994,M,0.58,0.455,0.15,1.012,0.4985,0.2115,0.2835,1
995,F,0.58,0.45,0.145,1.137,0.5585,0.22,0.29,0
996,M,0.58,0.49,0.13,1.1335,0.586,0.2565,0.237,0
997,M,0.59,0.465,0.155,1.136,0.5245,0.2615,0.275,1
998,M,0.59,0.47,0.16,1.206,0.479,0.2425,0.309,0
999,F,0.59,0.455,0.145,1.063,0.5155,0.2445,0.25,0
1000,F,0.595,0.47,0.155,1.121,0.4515,0.178,0.155,1
1001,F,0.595,0.45,0.15,1.114,0.5865,0.2205,0.25,1
1002,M,0.595,0.475,0.165,1.213,0.621,0.2435,0.274,0
1003,F,0.595,0.46,0.14,1.0045,0.4655,0.2095,0.2515,0
1004,M,0.595,0.455,0.15,1.044,0.518,0.2205,0.27,0
1005,F,0.605,0.49,0.15,1.1345,0.5265,0.2645,0.295,0
1006,M,0.605,0.475,0.155,1.161,0.572,0.2455,0.275,0
1007,M,0.605,0.47,0.165,1.2315,0.6025,0.262,0.2925,1
1008,M,0.61,0.47,0.15,1.1625,0.565,0.258,0.3085,1
1009,M,0.61,0.475,0.155,1.168,0.554,0.239,0.3295,1
1010,F,0.615,0.48,0.16,1.2525,0.585,0.2595,0.33,0
1011,F,0.62,0.51,0.18,1.3315,0.594,0.276,0.388,1
1012,F,0.625,0.48,0.17,1.3525,0.6235,0.278,0.365,1
1013,M,0.625,0.49,0.175,1.3325,0.5705,0.271,0.405,1
1014,F,0.625,0.475,0.175,1.1435,0.4755,0.2475,0.349,1
1015,F,0.625,0.5,0.165,1.288,0.573,0.3035,0.315,0
1016,F,0.625,0.485,0.2,1.38,0.5845,0.302,0.401,0
1017,M,0.63,0.485,0.155,1.278,0.637,0.275,0.31,0
1018,F,0.63,0.495,0.165,1.3075,0.599,0.284,0.315,1
1019,M,0.63,0.48,0.15,1.1785,0.5185,0.248,0.3235,0
1020,M,0.635,0.49,0.175,1.375,0.623,0.2705,0.395,1
1021,M,0.635,0.525,0.185,1.4065,0.684,0.3,0.3745,1
1022,M,0.64,0.505,0.155,1.4025,0.705,0.2655,0.335,1
1023,F,0.64,0.5,0.17,1.5175,0.693,0.326,0.409,1
1024,F,0.64,0.5,0.175,1.394,0.4935,0.291,0.4,1
1025,F,0.645,0.5,0.155,1.2205,0.6145,0.236,0.3185,1
1026,M,0.645,0.52,0.175,1.636,0.779,0.342,0.432,1
1027,M,0.645,0.52,0.175,1.561,0.709,0.3555,0.4,0
1028,F,0.645,0.505,0.165,1.4325,0.684,0.308,0.336,0
1029,M,0.645,0.5,0.175,1.3385,0.633,0.299,0.349,1
1030,F,0.645,0.5,0.16,1.2465,0.5475,0.327,0.3,1
1031,F,0.645,0.515,0.15,1.212,0.515,0.2055,0.385,1
1032,M,0.65,0.495,0.16,1.304,0.57,0.312,0.3725,0
1033,M,0.65,0.52,0.21,1.6785,0.6665,0.308,0.46,1
1034,M,0.65,0.525,0.185,1.622,0.6645,0.3225,0.477,1
1035,F,0.655,0.46,0.16,1.494,0.6895,0.331,0.1825,0
1036,F,0.655,0.51,0.175,1.6525,0.8515,0.3365,0.403,1
1037,F,0.66,0.505,0.185,1.528,0.69,0.3025,0.441,1
1038,M,0.66,0.535,0.19,1.5905,0.6425,0.297,0.5175,0
1039,M,0.66,0.495,0.195,1.6275,0.594,0.3595,0.485,1
1040,F,0.66,0.475,0.18,1.3695,0.641,0.294,0.335,0
1041,M,0.67,0.525,0.165,1.6085,0.682,0.3145,0.4005,1
1042,F,0.675,0.57,0.225,1.587,0.739,0.2995,0.435,1
1043,F,0.675,0.565,0.195,1.8375,0.7645,0.3615,0.553,1
1044,M,0.68,0.535,0.185,1.607,0.7245,0.3215,0.498,1
1045,M,0.69,0.525,0.175,1.7005,0.8255,0.362,0.405,0
1046,M,0.69,0.505,0.2,1.872,0.893,0.4015,0.48,1
1047,F,0.695,0.535,0.175,1.8385,0.8035,0.396,0.503,1
1048,F,0.705,0.535,0.18,1.685,0.693,0.42,0.4045,1
1049,M,0.71,0.565,0.205,2.198,1.012,0.5225,0.5475,1
1050,M,0.715,0.565,0.175,1.9525,0.7645,0.4185,0.4135,1
1051,F,0.715,0.525,0.185,1.56,0.6655,0.383,0.405,1
1052,F,0.735,0.6,0.22,2.555,1.1335,0.44,0.6,1
1053,M,0.765,0.6,0.22,2.302,1.007,0.509,0.6205,1
1054,I,0.185,0.13,0.045,0.029,0.012,0.0075,0.0095,0
1055,I,0.195,0.15,0.045,0.0375,0.018,0.006,0.011,0
1056,I,0.195,0.135,0.04,0.0325,0.0135,0.005,0.0095,0
1057,I,0.2,0.155,0.04,0.0435,0.0155,0.009,0.007,0
1058,I,0.225,0.165,0.055,0.059,0.027,0.0125,0.015,0
1059,I,0.245,0.18,0.065,0.071,0.03,0.013,0.0215,0
1060,I,0.25,0.18,0.065,0.0685,0.0245,0.0155,0.0225,0
1061,I,0.265,0.195,0.055,0.084,0.0365,0.0175,0.025,0
1062,I,0.275,0.195,0.065,0.106,0.054,0.02,0.028,0
1063,I,0.28,0.21,0.085,0.1075,0.0415,0.024,0.034,0
1064,I,0.285,0.22,0.065,0.096,0.0405,0.0205,0.03,0
1065,I,0.3,0.22,0.08,0.1255,0.055,0.0265,0.039,0
1066,I,0.315,0.235,0.055,0.151,0.065,0.027,0.039,0
1067,I,0.32,0.225,0.085,0.1415,0.0675,0.0295,0.0405,0
1068,I,0.34,0.265,0.08,0.2015,0.09,0.0475,0.055,0
1069,I,0.37,0.28,0.1,0.221,0.1165,0.0265,0.0635,0
1070,I,0.375,0.28,0.08,0.2345,0.1125,0.0455,0.067,0
1071,I,0.375,0.275,0.1,0.2325,0.1165,0.042,0.065,0
1072,I,0.385,0.29,0.08,0.2485,0.122,0.0495,0.065,0
1073,I,0.4,0.32,0.095,0.348,0.194,0.053,0.087,0
1074,I,0.405,0.3,0.11,0.32,0.172,0.044,0.093,0
1075,I,0.41,0.3,0.1,0.282,0.1255,0.057,0.0875,0
1076,I,0.41,0.325,0.1,0.3245,0.132,0.072,0.106,0
1077,I,0.42,0.3,0.105,0.316,0.1255,0.07,0.1035,0
1078,I,0.42,0.32,0.11,0.3625,0.174,0.0635,0.105,0
1079,I,0.42,0.31,0.095,0.279,0.1255,0.051,0.088,0
1080,I,0.425,0.325,0.115,0.3685,0.162,0.0865,0.1045,0
1081,M,0.43,0.335,0.12,0.397,0.1985,0.0865,0.1035,0
1082,I,0.435,0.33,0.11,0.413,0.2055,0.096,0.096,0
1083,I,0.435,0.345,0.115,0.418,0.222,0.0735,0.106,0
1084,I,0.44,0.33,0.11,0.3705,0.1545,0.084,0.12,0
1085,I,0.445,0.345,0.105,0.409,0.1675,0.1015,0.117,0
1086,I,0.445,0.34,0.145,0.434,0.1945,0.0905,0.13,0
1087,I,0.445,0.335,0.11,0.411,0.1985,0.0935,0.109,0
1088,I,0.45,0.365,0.125,0.462,0.2135,0.0985,0.1315,0
1089,I,0.45,0.34,0.12,0.4925,0.241,0.1075,0.12,0
1090,I,0.45,0.33,0.105,0.3715,0.1865,0.0785,0.0975,0
1091,I,0.45,0.33,0.1,0.411,0.1945,0.1,0.098,0
1092,I,0.45,0.33,0.11,0.3685,0.16,0.0885,0.102,0
1093,I,0.46,0.35,0.115,0.4155,0.18,0.098,0.1175,0
1094,M,0.47,0.36,0.105,0.544,0.27,0.1395,0.129,0
1095,I,0.47,0.38,0.125,0.4845,0.211,0.1075,0.142,0
1096,I,0.475,0.35,0.11,0.4565,0.206,0.099,0.13,0
1097,I,0.475,0.35,0.1,0.4545,0.2165,0.111,0.115,0
1098,I,0.48,0.38,0.125,0.6245,0.3395,0.1085,0.1665,0
1099,M,0.49,0.465,0.125,0.5225,0.235,0.13,0.141,0
1100,I,0.5,0.375,0.14,0.5495,0.248,0.112,0.1585,0
1101,I,0.5,0.375,0.12,0.542,0.215,0.116,0.17,0
1102,I,0.5,0.38,0.125,0.519,0.2485,0.1135,0.134,0
1103,M,0.5,0.39,0.125,0.5215,0.2485,0.117,0.131,0
1104,F,0.505,0.39,0.125,0.5445,0.246,0.15,0.1405,0
1105,I,0.51,0.405,0.125,0.6795,0.3465,0.1395,0.182,0
1106,F,0.51,0.4,0.125,0.545,0.261,0.115,0.1385,0
1107,I,0.51,0.4,0.125,0.5575,0.2615,0.1195,0.1525,0
1108,I,0.51,0.38,0.115,0.5155,0.215,0.1135,0.166,0
1109,I,0.515,0.385,0.125,0.6115,0.3175,0.1265,0.15,0
1110,M,0.52,0.4,0.145,0.7765,0.3525,0.1845,0.185,0
1111,I,0.52,0.38,0.135,0.5395,0.2295,0.133,0.157,0
1112,I,0.52,0.38,0.125,0.5545,0.288,0.1295,0.167,0
1113,F,0.52,0.46,0.15,1.019,0.523,0.1985,0.254,0
1114,I,0.525,0.4,0.13,0.6455,0.325,0.1245,0.17,0
1115,I,0.525,0.4,0.14,0.601,0.2625,0.1285,0.1835,0
1116,M,0.525,0.405,0.12,0.7555,0.3755,0.1555,0.201,0
1117,I,0.525,0.395,0.12,0.608,0.297,0.1395,0.1405,0
1118,I,0.53,0.4,0.125,0.617,0.279,0.127,0.19,0
1119,I,0.535,0.39,0.125,0.599,0.2595,0.149,0.169,0
1120,I,0.54,0.42,0.14,0.6665,0.3125,0.138,0.1895,1
1121,M,0.545,0.39,0.135,0.7835,0.4225,0.1815,0.156,0
1122,M,0.545,0.41,0.12,0.793,0.434,0.1405,0.19,0
1123,M,0.545,0.415,0.14,0.82,0.4615,0.127,0.218,0
1124,F,0.55,0.415,0.135,0.8145,0.427,0.1855,0.175,0
1125,F,0.55,0.43,0.15,0.84,0.395,0.195,0.223,0
1126,M,0.55,0.425,0.15,0.8315,0.411,0.1765,0.2165,1
1127,M,0.56,0.43,0.145,0.8995,0.464,0.1775,0.234,0
1128,M,0.56,0.445,0.16,0.8965,0.42,0.2175,0.2215,0
1129,F,0.56,0.44,0.155,0.6405,0.336,0.1765,0.245,0
1130,M,0.56,0.415,0.145,0.852,0.43,0.1885,0.205,0
1131,M,0.565,0.455,0.15,0.9595,0.4565,0.2395,0.23,0
1132,M,0.565,0.435,0.15,0.99,0.5795,0.1825,0.206,0
1133,F,0.565,0.45,0.175,1.0095,0.447,0.2375,0.2645,0
1134,M,0.57,0.46,0.15,1.0375,0.5415,0.2035,0.25,0
1135,F,0.57,0.445,0.145,0.8775,0.412,0.217,0.22,0
1136,I,0.57,0.44,0.15,0.755,0.3425,0.16,0.224,0
1137,F,0.575,0.46,0.145,0.9945,0.466,0.229,0.265,0
1138,F,0.575,0.45,0.16,1.068,0.556,0.214,0.2575,1
1139,M,0.575,0.435,0.14,0.8455,0.401,0.191,0.222,0
1140,F,0.575,0.47,0.165,0.869,0.435,0.197,0.238,0
1141,M,0.575,0.455,0.135,0.907,0.4245,0.197,0.26,0
1142,I,0.575,0.435,0.13,0.805,0.3155,0.2155,0.245,1
1143,M,0.575,0.445,0.17,1.0225,0.549,0.2175,0.228,0
1144,M,0.575,0.445,0.145,0.847,0.415,0.1945,0.22,0
1145,M,0.58,0.455,0.15,1.114,0.4765,0.2155,0.265,0
1146,M,0.58,0.455,0.195,1.859,0.945,0.426,0.441,0
1147,M,0.58,0.445,0.135,0.814,0.3775,0.1915,0.22,0
1148,M,0.58,0.45,0.14,0.9615,0.486,0.1815,0.253,0
1149,M,0.58,0.45,0.145,1.0025,0.547,0.1975,0.2295,0
1150,F,0.58,0.45,0.155,0.93,0.385,0.246,0.265,0
1151,M,0.585,0.46,0.145,0.9335,0.478,0.1825,0.235,0
1152,M,0.585,0.465,0.16,0.9555,0.4595,0.236,0.265,0
1153,M,0.59,0.47,0.15,0.9955,0.481,0.232,0.24,0
1154,F,0.6,0.475,0.16,1.0265,0.485,0.2495,0.2565,0
1155,M,0.6,0.455,0.17,1.1915,0.696,0.2395,0.24,0
1156,F,0.6,0.465,0.15,1.1025,0.5455,0.262,0.25,0
1157,M,0.6,0.465,0.155,1.0165,0.512,0.2465,0.225,1
1158,F,0.605,0.47,0.165,1.1775,0.611,0.2275,0.292,0
1159,M,0.605,0.475,0.14,1.1175,0.555,0.257,0.274,0
1160,M,0.605,0.48,0.17,1.1835,0.582,0.2365,0.317,1
1161,F,0.605,0.475,0.165,1.056,0.433,0.2195,0.357,0
1162,M,0.61,0.485,0.16,1.0145,0.5315,0.212,0.2415,0
1163,M,0.61,0.485,0.145,1.3305,0.783,0.2255,0.2865,0
1164,M,0.61,0.47,0.165,1.052,0.498,0.242,0.267,0
1165,M,0.615,0.46,0.17,1.0565,0.4815,0.272,0.27,1
1166,F,0.615,0.465,0.15,0.923,0.4615,0.1825,0.2415,0
1167,F,0.615,0.475,0.155,1.027,0.447,0.25,0.285,0
1168,M,0.62,0.47,0.135,1.0195,0.5315,0.2005,0.2475,0
1169,M,0.62,0.45,0.2,0.858,0.4285,0.1525,0.2405,0
1170,F,0.62,0.48,0.16,1.1125,0.5635,0.2445,0.281,0
1171,F,0.625,0.485,0.175,1.3745,0.7335,0.2715,0.332,0
1172,M,0.625,0.48,0.185,1.2065,0.587,0.29,0.286,0
1173,M,0.63,0.47,0.155,1.1325,0.589,0.211,0.287,0
1174,M,0.63,0.5,0.175,1.2645,0.5635,0.3065,0.3425,1
1175,F,0.635,0.495,0.015,1.1565,0.5115,0.308,0.2885,0
1176,M,0.64,0.515,0.165,1.369,0.632,0.3415,0.358,1
1177,M,0.645,0.53,0.195,1.39,0.6465,0.2945,0.3735,1
1178,F,0.645,0.48,0.17,1.1345,0.528,0.254,0.305,1
1179,F,0.65,0.5,0.19,1.464,0.6415,0.339,0.4245,0
1180,M,0.65,0.5,0.155,1.202,0.565,0.3135,0.294,1
1181,M,0.655,0.515,0.16,1.31,0.553,0.369,0.345,1
1182,F,0.655,0.51,0.175,1.415,0.5885,0.3725,0.364,1
1183,F,0.66,0.53,0.185,1.346,0.546,0.2705,0.476,1
1184,M,0.665,0.525,0.16,1.363,0.629,0.279,0.34,0
1185,I,0.665,0.5,0.17,1.2975,0.6035,0.291,0.3595,0
1186,F,0.67,0.505,0.205,1.3645,0.6075,0.3025,0.353,0
1187,F,0.685,0.54,0.215,1.7025,0.664,0.3655,0.4735,1
1188,M,0.685,0.52,0.165,1.519,0.699,0.3685,0.4,1
1189,F,0.69,0.54,0.155,1.454,0.624,0.3105,0.39,0
1190,M,0.69,0.53,0.21,1.583,0.7355,0.405,0.3865,1
1191,F,0.69,0.53,0.17,1.5535,0.7945,0.3485,0.3695,0
1192,M,0.695,0.56,0.185,1.74,0.885,0.3715,0.4375,1
1193,M,0.7,0.565,0.18,1.751,0.895,0.3355,0.446,0
1194,M,0.7,0.575,0.19,2.273,1.095,0.418,0.638,1
1195,F,0.7,0.525,0.19,1.6465,0.8545,0.307,0.3995,0
1196,F,0.705,0.55,0.17,1.219,0.6395,0.236,0.301,0
1197,F,0.71,0.56,0.18,1.652,0.735,0.381,0.4525,1
1198,M,0.715,0.55,0.19,2.0045,1.0465,0.407,0.5075,1
1199,M,0.715,0.535,0.19,1.6755,0.889,0.313,0.42,1
1200,F,0.72,0.58,0.195,2.103,1.0265,0.48,0.5375,1
1201,F,0.72,0.55,0.2,1.9965,0.9035,0.469,0.5215,1
1202,M,0.72,0.565,0.145,1.187,0.691,0.1945,0.2685,0
1203,M,0.725,0.505,0.185,1.978,1.026,0.4255,0.4505,1
1204,F,0.73,0.575,0.185,1.8795,0.931,0.38,0.4825,1
1205,M,0.735,0.585,0.185,2.124,0.952,0.55,0.5,1
1206,M,0.745,0.565,0.215,1.931,0.896,0.4585,0.5,1
1207,F,0.75,0.57,0.21,2.236,1.109,0.5195,0.545,1
1208,F,0.755,0.625,0.21,2.505,1.1965,0.513,0.6785,1
1209,M,0.755,0.58,0.205,2.0065,0.8295,0.4015,0.595,1
1210,F,0.78,0.63,0.215,2.657,1.488,0.4985,0.586,1
1211,I,0.185,0.375,0.12,0.4645,0.196,0.1045,0.15,0
1212,I,0.245,0.205,0.06,0.0765,0.034,0.014,0.0215,0
1213,I,0.25,0.185,0.065,0.0685,0.0295,0.014,0.0225,0
1214,I,0.25,0.19,0.065,0.0835,0.039,0.015,0.025,0
1215,I,0.275,0.195,0.09,0.1125,0.0545,0.0295,0.0355,0
1216,I,0.305,0.215,0.065,0.1075,0.044,0.0205,0.038,0
1217,I,0.31,0.225,0.07,0.1055,0.435,0.015,0.04,0
1218,I,0.315,0.23,0.08,0.1375,0.0545,0.031,0.0445,0
1219,I,0.315,0.23,0.07,0.1145,0.046,0.0235,0.0385,0
1220,I,0.325,0.225,0.075,0.139,0.0565,0.032,0.09,0
1221,I,0.33,0.25,0.095,0.2085,0.102,0.0395,0.052,0
1222,I,0.33,0.205,0.095,0.1595,0.077,0.032,0.0435,0
1223,I,0.335,0.245,0.09,0.2015,0.096,0.0405,0.048,0
1224,I,0.34,0.25,0.09,0.179,0.0775,0.033,0.055,0
1225,I,0.345,0.255,0.095,0.1945,0.0925,0.037,0.055,0
1226,I,0.345,0.255,0.085,0.2005,0.105,0.037,0.05,0
1227,I,0.35,0.27,0.075,0.215,0.1,0.036,0.065,0
1228,I,0.35,0.255,0.09,0.1785,0.0855,0.0305,0.0525,0
1229,I,0.36,0.27,0.085,0.196,0.0875,0.035,0.064,0
1230,I,0.365,0.27,0.085,0.1875,0.081,0.042,0.058,0
1231,I,0.365,0.27,0.085,0.196,0.0825,0.0375,0.06,0
1232,I,0.365,0.265,0.085,0.213,0.0945,0.049,0.06,0
1233,I,0.37,0.29,0.09,0.2445,0.089,0.0655,0.075,0
1234,I,0.37,0.28,0.085,0.217,0.1095,0.035,0.062,0
1235,I,0.375,0.29,0.095,0.213,0.096,0.041,0.061,0
1236,I,0.375,0.29,0.085,0.2385,0.118,0.045,0.0695,0
1237,I,0.375,0.275,0.09,0.218,0.093,0.0405,0.0755,0
1238,I,0.375,0.275,0.095,0.2465,0.11,0.0415,0.0775,0
1239,I,0.375,0.28,0.08,0.2025,0.0825,0.048,0.065,0
1240,I,0.375,0.27,0.085,0.218,0.0945,0.039,0.07,0
1241,I,0.38,0.275,0.11,0.256,0.11,0.0535,0.0755,0
1242,I,0.38,0.27,0.08,0.2105,0.0865,0.042,0.07,0
1243,I,0.385,0.29,0.09,0.2615,0.111,0.0595,0.0745,0
1244,I,0.385,0.28,0.085,0.2175,0.097,0.038,0.067,0
1245,I,0.385,0.3,0.095,0.302,0.152,0.0615,0.0735,0
1246,I,0.385,0.28,0.09,0.228,0.1025,0.042,0.0655,0
1247,I,0.39,0.3,0.095,0.3265,0.1665,0.0575,0.089,0
1248,I,0.395,0.305,0.105,0.284,0.1135,0.0595,0.0945,0
1249,I,0.395,0.295,0.095,0.2725,0.115,0.0625,0.085,0
1250,I,0.395,0.27,0.1,0.2985,0.1445,0.061,0.082,0
1251,I,0.4,0.29,0.1,0.2675,0.1205,0.0605,0.0765,0
1252,I,0.405,0.285,0.09,0.2645,0.1265,0.0505,0.075,0
1253,I,0.41,0.335,0.11,0.33,0.157,0.0705,0.17,0
1254,I,0.42,0.305,0.09,0.328,0.168,0.0615,0.082,0
1255,I,0.425,0.325,0.11,0.3335,0.173,0.045,0.1,0
1256,I,0.425,0.32,0.1,0.3055,0.126,0.06,0.106,0
1257,I,0.425,0.31,0.09,0.301,0.1385,0.065,0.08,0
1258,I,0.43,0.34,0,0.428,0.2065,0.086,0.115,0
1259,I,0.43,0.315,0.095,0.378,0.175,0.08,0.1045,0
1260,I,0.435,0.315,0.11,0.3685,0.1615,0.0715,0.12,0
1261,I,0.44,0.34,0.12,0.438,0.2115,0.083,0.12,0
1262,I,0.45,0.33,0.105,0.448,0.208,0.089,0.12,0
1263,I,0.455,0.345,0.105,0.4005,0.164,0.0755,0.126,0
1264,F,0.455,0.365,0.115,0.4305,0.184,0.108,0.1245,0
1265,I,0.455,0.33,0.1,0.372,0.358,0.0775,0.11,0
1266,I,0.46,0.36,0.105,0.466,0.2225,0.099,0.11,0
1267,I,0.46,0.35,0.105,0.3705,0.1575,0.077,0.114,0
1268,F,0.46,0.365,0.125,0.4785,0.206,0.1045,0.141,0
1269,I,0.465,0.34,0.11,0.346,0.1425,0.073,0.113,1
1270,I,0.47,0.365,0.1,0.411,0.175,0.0855,0.135,0
1271,I,0.47,0.355,0.18,0.48,0.2055,0.105,0.1505,0
1272,I,0.47,0.355,0.12,0.393,0.167,0.0885,0.115,0
1273,I,0.475,0.355,0.1,0.5035,0.2535,0.091,0.14,0
1274,I,0.475,0.38,0.12,0.441,0.1785,0.0885,0.1505,0
1275,I,0.475,0.36,0.11,0.492,0.211,0.11,0.15,0
1276,I,0.48,0.37,0.125,0.5435,0.244,0.101,0.165,0
1277,I,0.48,0.355,0.115,0.4725,0.2065,0.112,0.132,0
1278,I,0.48,0.365,0.1,0.461,0.2205,0.0835,0.135,0
1279,I,0.495,0.355,0.12,0.4965,0.214,0.1045,0.1495,0
1280,I,0.495,0.38,0.13,0.5125,0.2185,0.116,0.16,0
1281,M,0.495,0.395,0.12,0.553,0.224,0.1375,0.167,0
1282,I,0.5,0.38,0.135,0.594,0.2945,0.104,0.1565,0
1283,M,0.5,0.42,0.135,0.6765,0.302,0.1415,0.2065,0
1284,I,0.5,0.375,0.145,0.5795,0.239,0.1375,0.185,0
1285,I,0.5,0.41,0.14,0.6615,0.2585,0.1625,0.196,0
1286,I,0.5,0.375,0.125,0.5695,0.259,0.124,0.157,0
1287,I,0.5,0.395,0.14,0.6215,0.2925,0.1205,0.195,0
1288,I,0.505,0.405,0.13,0.6015,0.3015,0.11,0.18,0
1289,I,0.505,0.38,0.12,0.594,0.2595,0.1435,0.18,0
1290,I,0.505,0.395,0.105,0.551,0.248,0.103,0.171,0
1291,I,0.515,0.38,0.12,0.625,0.3265,0.1295,0.16,0
1292,I,0.515,0.42,0.135,0.711,0.337,0.144,0.205,1
1293,I,0.515,0.4,0.135,0.6965,0.32,0.1255,0.175,0
1294,I,0.52,0.4,0.13,0.5825,0.233,0.1365,0.18,1
1295,I,0.52,0.395,0.125,0.663,0.3005,0.131,0.1905,0
1296,I,0.525,0.4,0.125,0.6965,0.369,0.1385,0.164,0
1297,M,0.525,0.42,0.155,0.842,0.428,0.1415,0.2045,0
1298,I,0.53,0.415,0.13,0.694,0.3905,0.111,0.167,0
1299,I,0.53,0.42,0.155,0.81,0.4725,0.111,0.192,1
1300,I,0.53,0.415,0.11,0.5745,0.2525,0.1235,0.189,0
1301,I,0.53,0.425,0.13,0.7675,0.419,0.1205,0.21,0
1302,I,0.535,0.4,0.135,0.6025,0.2895,0.121,0.154,0
1303,I,0.535,0.415,0.15,0.5765,0.3595,0.135,0.225,0
1304,F,0.535,0.41,0.13,0.7145,0.335,0.144,0.2075,0
1305,M,0.535,0.435,0.15,0.717,0.3475,0.1445,0.194,0
1306,F,0.54,0.42,0.145,0.8655,0.4315,0.163,0.2175,1
1307,I,0.54,0.42,0.14,0.7265,0.3205,0.1445,0.229,0
1308,I,0.545,0.435,0.135,0.7715,0.372,0.148,0.227,0
1309,F,0.545,0.445,0.15,0.8,0.3535,0.163,0.207,0
1310,I,0.545,0.43,0.15,0.7285,0.302,0.1315,0.2545,1
1311,I,0.545,0.405,0.135,0.5945,0.27,0.1185,0.185,0
1312,I,0.55,0.43,0.145,0.7895,0.3745,0.171,0.223,1
1313,F,0.55,0.405,0.125,0.651,0.2965,0.137,0.2,0
1314,M,0.55,0.43,0.15,0.8745,0.413,0.1905,0.248,0
1315,I,0.55,0.435,0.14,0.7535,0.3285,0.1555,0.2325,1
1316,I,0.55,0.425,0.135,0.7305,0.3325,0.1545,0.215,0
1317,M,0.555,0.44,0.14,0.8705,0.407,0.156,0.255,0
1318,I,0.555,0.43,0.155,0.7395,0.3135,0.1435,0.28,1
1319,I,0.555,0.43,0.14,0.7665,0.341,0.165,0.23,0
1320,I,0.555,0.425,0.145,0.7905,0.3485,0.1765,0.225,0
1321,I,0.56,0.425,0.135,0.8205,0.3715,0.185,0.236,0
1322,I,0.56,0.425,0.145,0.688,0.3095,0.1305,0.2165,0
1323,F,0.56,0.445,0.155,1.224,0.5565,0.3225,0.2695,1
1324,I,0.56,0.455,0.145,0.974,0.547,0.1615,0.235,0
1325,I,0.565,0.44,0.175,0.8735,0.414,0.21,0.21,1
1326,F,0.565,0.45,0.145,0.8495,0.4215,0.1685,0.225,0
1327,M,0.565,0.445,0.15,0.796,0.3635,0.184,0.219,0
1328,M,0.565,0.39,0.125,0.744,0.352,0.13,0.1685,1
1329,I,0.57,0.45,0.145,0.751,0.2825,0.2195,0.2215,1
1330,I,0.57,0.45,0.135,0.794,0.3815,0.1415,0.245,0
1331,F,0.57,0.46,0.135,0.9795,0.397,0.2525,0.2655,0
1332,M,0.57,0.435,0.17,0.873,0.382,0.183,0.2705,1
1333,I,0.57,0.44,0.13,0.7665,0.347,0.1785,0.202,1
1334,M,0.57,0.435,0.125,0.8965,0.383,0.1835,0.275,0
1335,F,0.575,0.42,0.135,0.857,0.461,0.147,0.2125,1
1336,F,0.575,0.48,0.165,1.078,0.511,0.2095,0.306,0
1337,M,0.575,0.46,0.155,0.892,0.4415,0.176,0.22,1
1338,M,0.58,0.46,0.155,1.4395,0.6715,0.273,0.2955,1
1339,M,0.58,0.455,0.135,0.7955,0.405,0.167,0.204,1
1340,F,0.58,0.445,0.15,0.858,0.4,0.156,0.253,0
1341,M,0.585,0.465,0.155,0.9145,0.4555,0.1965,0.235,0
1342,M,0.585,0.49,0.185,1.171,0.522,0.2535,0.335,1
